N,MEDIA,DESVIO_PADRAO
1024,.14209040000000000000,.01579874780607627776
2048,.53459140000000000000,.01307339421267484001
4096,2.04822080000000000000,.05845328306742060146
25000,76.86759480000000000000,.97128938552449959325
50000,307.21082800000000000000,4.21498984307084659432
100000,1216.64384760000000000000,28.66122791529524542397
